cell_index	species	dataset_id	sample_id	tissue	cell_type	cell_type_coarse
1960	Catharanthus roseus	scplantdb_SRP335448	SRX15488576	Leaf	Mesophyll	Mesophyll
1961	Catharanthus roseus	scplantdb_SRP335448	SRX15488576	Leaf	Mesophyll	Mesophyll
1962	Catharanthus roseus	scplantdb_SRP335448	SRX15488576	Leaf	Mesophyll	Mesophyll
1963	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Mesophyll	Mesophyll
1964	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Idioblast cell	Idioblast cell
1965	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Leaf epidermis	Leaf epidermis
1966	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Mesophyll	Mesophyll
1967	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Leaf epidermis	Leaf epidermis
1968	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Mesophyll	Mesophyll
1969	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Meristematic cell	Meristematic cell
1970	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Mesophyll	Mesophyll
1971	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Mesophyll	Mesophyll
1972	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Mesophyll	Mesophyll
1973	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Mesophyll	Mesophyll
1974	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Vascular tissue	Vascular tissue
1975	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Mesophyll	Mesophyll
1976	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Vascular tissue	Vascular tissue
1977	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Unknow	Unknow
1978	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Mesophyll	Mesophyll
1979	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Leaf epidermis	Leaf epidermis
1980	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Idioblast cell	Idioblast cell
1981	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Mesophyll	Mesophyll
1982	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Leaf epidermis	Leaf epidermis
1983	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Unknow	Unknow
1984	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Idioblast cell	Idioblast cell
1985	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Mesophyll	Mesophyll
1986	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Mesophyll	Mesophyll
1987	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Mesophyll	Mesophyll
1988	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Mesophyll	Mesophyll
1989	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Mesophyll	Mesophyll
1990	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Unknow	Unknow
1991	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Leaf epidermis	Leaf epidermis
1992	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Meristematic cell	Meristematic cell
1993	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Unknow	Unknow
1994	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Mesophyll	Mesophyll
1995	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Mesophyll	Mesophyll
1996	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Mesophyll	Mesophyll
1997	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Mesophyll	Mesophyll
1998	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Mesophyll	Mesophyll
1999	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Mesophyll	Mesophyll
2000	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Mesophyll	Mesophyll
2001	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Mesophyll	Mesophyll
2002	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Leaf epidermis	Leaf epidermis
2003	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Unknow	Unknow
2004	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Mesophyll	Mesophyll
2005	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Mesophyll	Mesophyll
2006	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Unknow	Unknow
2007	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Mesophyll	Mesophyll
2008	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Mesophyll	Mesophyll
2009	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Unknow	Unknow
2010	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Meristematic cell	Meristematic cell
2011	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Mesophyll	Mesophyll
2012	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Mesophyll	Mesophyll
2013	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Mesophyll	Mesophyll
2014	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Mesophyll	Mesophyll
2015	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Mesophyll	Mesophyll
2016	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Mesophyll	Mesophyll
2017	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Mesophyll	Mesophyll
2018	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Mesophyll	Mesophyll
2019	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Unknow	Unknow
2020	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Mesophyll	Mesophyll
2021	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Mesophyll	Mesophyll
2022	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Phloem parenchyma	Phloem parenchyma
2023	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Unknow	Unknow
2024	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Mesophyll	Mesophyll
2025	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Mesophyll	Mesophyll
2026	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Idioblast cell	Idioblast cell
2027	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Mesophyll	Mesophyll
2028	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Leaf epidermis	Leaf epidermis
2029	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Mesophyll	Mesophyll
2030	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Mesophyll	Mesophyll
2031	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Unknow	Unknow
2032	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Mesophyll	Mesophyll
2033	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Mesophyll	Mesophyll
2034	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Mesophyll	Mesophyll
2035	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Unknow	Unknow
2036	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Leaf epidermis	Leaf epidermis
2037	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Mesophyll	Mesophyll
2038	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Mesophyll	Mesophyll
2039	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Mesophyll	Mesophyll
2040	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Mesophyll	Mesophyll
2041	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Mesophyll	Mesophyll
2042	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Vascular tissue	Vascular tissue
2043	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Idioblast cell	Idioblast cell
2044	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Unknow	Unknow
2045	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Mesophyll	Mesophyll
2046	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Leaf epidermis	Leaf epidermis
2047	Catharanthus roseus	scplantdb_SRP335448	SRX15488577	Leaf	Mesophyll	Mesophyll
2048	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2049	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2050	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Procambium	Procambium
2051	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2052	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2053	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2054	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2055	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2056	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Leaf epidermis	Leaf epidermis
2057	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Leaf epidermis	Leaf epidermis
2058	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2059	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Procambium	Procambium
2060	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Phloem parenchyma	Phloem parenchyma
2061	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2062	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2063	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2064	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Pigment gland	Pigment gland
2065	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2066	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Leaf epidermis	Leaf epidermis
2067	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2068	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2069	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2070	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2071	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Procambium	Procambium
2072	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2073	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2074	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Phloem parenchyma	Phloem parenchyma
2075	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Leaf epidermis	Leaf epidermis
2076	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2077	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2078	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Leaf epidermis	Leaf epidermis
2079	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2080	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Xylem	Xylem
2081	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Leaf epidermis	Leaf epidermis
2082	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2083	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2084	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2085	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2086	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Phloem parenchyma	Phloem parenchyma
2087	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Leaf epidermis	Leaf epidermis
2088	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Procambium	Procambium
2089	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2090	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Leaf epidermis	Leaf epidermis
2091	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Phloem parenchyma	Phloem parenchyma
2092	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Pigment gland	Pigment gland
2093	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Leaf epidermis	Leaf epidermis
2094	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Leaf epidermis	Leaf epidermis
2095	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2096	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Leaf epidermis	Leaf epidermis
2097	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2098	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Leaf guard cell	Leaf guard cell
2099	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Companion cell	Companion cell
2100	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Procambium	Procambium
2101	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Procambium	Procambium
2102	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Leaf epidermis	Leaf epidermis
2103	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2104	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Phloem parenchyma	Phloem parenchyma
2105	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Companion cell	Companion cell
2106	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Leaf epidermis	Leaf epidermis
2107	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Leaf guard cell	Leaf guard cell
2108	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2109	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Leaf epidermis	Leaf epidermis
2110	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2111	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2112	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Leaf epidermis	Leaf epidermis
2113	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2114	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Leaf epidermis	Leaf epidermis
2115	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2116	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Xylem	Xylem
2117	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Leaf epidermis	Leaf epidermis
2118	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Leaf epidermis	Leaf epidermis
2119	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2120	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Leaf epidermis	Leaf epidermis
2121	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2122	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2123	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2124	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Procambium	Procambium
2125	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2126	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2127	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2128	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Xylem	Xylem
2129	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Phloem parenchyma	Phloem parenchyma
2130	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Companion cell	Companion cell
2131	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2132	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Procambium	Procambium
2133	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2134	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Phloem parenchyma	Phloem parenchyma
2135	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Leaf epidermis	Leaf epidermis
2136	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Leaf epidermis	Leaf epidermis
2137	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Leaf epidermis	Leaf epidermis
2138	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2139	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2140	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Procambium	Procambium
2141	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Companion cell	Companion cell
2142	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Phloem parenchyma	Phloem parenchyma
2143	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Leaf epidermis	Leaf epidermis
2144	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2145	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Leaf epidermis	Leaf epidermis
2146	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Companion cell	Companion cell
2147	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Leaf epidermis	Leaf epidermis
2148	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Procambium	Procambium
2149	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Leaf epidermis	Leaf epidermis
2150	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2151	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Companion cell	Companion cell
2152	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Phloem parenchyma	Phloem parenchyma
2153	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Procambium	Procambium
2154	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Procambium	Procambium
2155	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Leaf guard cell	Leaf guard cell
2156	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Leaf epidermis	Leaf epidermis
2157	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2158	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Xylem	Xylem
2159	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2160	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2161	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Pigment gland	Pigment gland
2162	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2163	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2164	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Xylem	Xylem
2165	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2166	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2167	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2168	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2169	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2170	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2171	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2172	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Phloem parenchyma	Phloem parenchyma
2173	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2174	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2175	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Phloem parenchyma	Phloem parenchyma
2176	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Leaf epidermis	Leaf epidermis
2177	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Phloem parenchyma	Phloem parenchyma
2178	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2179	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Leaf epidermis	Leaf epidermis
2180	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2181	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2182	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Procambium	Procambium
2183	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2184	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2185	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2186	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Pigment gland	Pigment gland
2187	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2188	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Companion cell	Companion cell
2189	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2190	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2191	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2192	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2193	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2194	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Companion cell	Companion cell
2195	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2196	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2197	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2198	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Phloem parenchyma	Phloem parenchyma
2199	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Xylem	Xylem
2200	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2201	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2202	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2203	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
2204	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Leaf epidermis	Leaf epidermis
2205	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Procambium	Procambium
2206	Gossypium bickii	scplantdb_SRP424189	SRX19292258	Cotyledon	Mesophyll	Mesophyll
