source_gene	target_gene	orthogroup_id	source_species	target_species	mapping_evidence
SbiRTX430.02G331500	AT4G30160	OG0002229	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G331500	AT5G57320	OG0002229	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G332000	AT3G45860	OG0000027	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G332000	AT4G05200	OG0000027	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G332000	AT4G23130	OG0000027	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G332000	AT4G23140	OG0000027	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G332000	AT4G23150	OG0000027	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G332000	AT4G23170	OG0000027	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G332000	AT4G23180	OG0000027	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G332000	AT4G23230	OG0000027	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G332000	AT4G23270	OG0000027	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G332000	AT4G23280	OG0000027	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G332000	AT4G23310	OG0000027	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G332200	AT3G45860	OG0000027	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G332200	AT4G05200	OG0000027	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G332200	AT4G23130	OG0000027	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G332200	AT4G23140	OG0000027	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G332200	AT4G23150	OG0000027	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G332200	AT4G23170	OG0000027	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G332200	AT4G23180	OG0000027	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G332200	AT4G23230	OG0000027	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G332200	AT4G23270	OG0000027	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G332200	AT4G23280	OG0000027	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G332200	AT4G23310	OG0000027	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G332300	AT3G45860	OG0000027	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G332300	AT4G05200	OG0000027	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G332300	AT4G23130	OG0000027	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G332300	AT4G23140	OG0000027	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G332300	AT4G23150	OG0000027	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G332300	AT4G23170	OG0000027	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G332300	AT4G23180	OG0000027	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G332300	AT4G23230	OG0000027	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G332300	AT4G23270	OG0000027	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G332300	AT4G23280	OG0000027	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G332300	AT4G23310	OG0000027	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G333200	AT3G45860	OG0000027	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G333200	AT4G05200	OG0000027	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G333200	AT4G23130	OG0000027	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G333200	AT4G23140	OG0000027	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G333200	AT4G23150	OG0000027	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G333200	AT4G23170	OG0000027	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G333200	AT4G23180	OG0000027	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G333200	AT4G23230	OG0000027	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G333200	AT4G23270	OG0000027	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G333200	AT4G23280	OG0000027	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G333200	AT4G23310	OG0000027	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G333300	AT3G45860	OG0000027	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G333300	AT4G05200	OG0000027	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G333300	AT4G23130	OG0000027	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G333300	AT4G23140	OG0000027	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G333300	AT4G23150	OG0000027	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G333300	AT4G23170	OG0000027	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G333300	AT4G23180	OG0000027	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G333300	AT4G23230	OG0000027	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G333300	AT4G23270	OG0000027	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G333300	AT4G23280	OG0000027	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G333300	AT4G23310	OG0000027	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G334200	AT5G54680	OG0002277	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G334400	AT2G32290	OG0002857	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G334400	AT4G15210	OG0002857	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G334500	AT4G05180	OG0005863	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G334500	AT4G21280	OG0005863	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G334600	AT4G31460	OG0007794	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G334700	AT2G32280	OG0001504	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G334700	AT4G21310	OG0001504	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G334800	AT1G51060	OG0001202	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G334800	AT3G20670	OG0001202	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G334800	AT4G27230	OG0001202	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G334800	AT5G54640	OG0001202	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G334900	AT1G51060	OG0001202	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G334900	AT3G20670	OG0001202	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G334900	AT4G27230	OG0001202	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G334900	AT5G54640	OG0001202	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G335000	AT4G15200	OG0000868	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G335000	AT5G54650	OG0000868	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G335300	AT4G18975	OG0007805	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G335400	AT3G02780	OG0003252	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G335400	AT5G16440	OG0003252	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G335500	AT1G11480	OG0008839	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G335800	AT3G22104	OG0004832	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G336200	AT5G36170	OG0012482	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G336600	AT4G02550	OG0004587	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G336700	AT5G42310	OG0009542	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G337100	AT1G61667	OG0002501	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G337100	AT5G54530	OG0002501	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G337200	AT3G53970	OG0007226	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G337300	AT3G09280	OG0002679	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G337400	AT3G46870	OG0011632	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G337700	AT4G21330	OG0010695	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G337800	AT3G42050	OG0005631	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G337900	AT5G54580	OG0007075	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G338100	AT5G19930	OG0008617	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G338400	AT1G65790	OG0000574	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G338400	AT1G65800	OG0000574	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G338400	AT3G12000	OG0000574	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G338400	AT4G21380	OG0000574	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G338600	AT1G61610	OG0002480	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G338600	AT4G21390	OG0002480	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G338700	AT1G11360	OG0000865	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G338700	AT4G27320	OG0000865	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G338700	AT5G54430	OG0000865	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G340000	AT2G19130	OG0000508	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G340100	AT4G14695	OG0002656	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G340100	AT4G22310	OG0002656	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G340400	AT1G11380	OG0010475	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G340700	AT3G60240	OG0009711	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G340900	AT4G03270	OG0003639	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G341000	AT4G05150	OG0008776	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G341200	AT3G09990	OG0000649	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G341200	AT4G05110	OG0000649	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G341200	AT4G05120	OG0000649	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G341200	AT4G05130	OG0000649	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G341200	AT4G05140	OG0000649	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G341500	AT3G09990	OG0000649	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G341500	AT4G05110	OG0000649	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G341500	AT4G05120	OG0000649	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G341500	AT4G05130	OG0000649	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G341500	AT4G05140	OG0000649	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G341600	AT3G09990	OG0000649	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G341600	AT4G05110	OG0000649	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G341600	AT4G05120	OG0000649	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G341600	AT4G05130	OG0000649	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G341600	AT4G05140	OG0000649	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G341700	AT5G14080	OG0012148	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G342400	AT4G28100	OG0010749	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G342800	AT4G05100	OG0001175	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G342800	AT4G21440	OG0001175	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G342800	AT4G28110	OG0001175	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G342900	AT4G05090	OG0008184	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G343000	AT3G08940	OG0005771	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G343000	AT5G01530	OG0005771	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G343100	AT2G20890	OG0011020	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G343200	AT4G21450	OG0001109	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G343200	AT5G54110	OG0001109	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G343500	AT4G27350	OG0005115	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G343500	AT5G54240	OG0005115	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G343600	AT1G11260	OG0000274	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G343600	AT1G50310	OG0000274	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G343600	AT3G19940	OG0000274	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G343600	AT4G21480	OG0000274	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G343600	AT5G23270	OG0000274	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G343700	AT1G61350	OG0007620	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G344000	AT1G61340	OG0001661	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G344000	AT4G05010	OG0001661	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G344000	AT4G21510	OG0001661	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G344100	AT1G16390	OG0002186	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G344100	AT1G79360	OG0002186	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G344200	AT5G54270	OG0007070	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G344300	AT1G50360	OG0000860	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G344300	AT3G19960	OG0000860	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G344300	AT4G27370	OG0000860	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G344300	AT5G54280	OG0000860	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G344400	AT4G27380	OG0010713	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G344500	AT4G21534	OG0004236	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G344500	AT4G21540	OG0004236	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G344600	AT1G07920	OG0000277	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G344600	AT1G07930	OG0000277	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G344600	AT1G07940	OG0000277	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G344600	AT1G35550	OG0000277	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G344600	AT5G60390	OG0000277	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G345000	AT1G11220	OG0001545	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G345000	AT1G11230	OG0001545	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G345000	AT1G61260	OG0001545	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G345000	AT5G54300	OG0001545	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G345200	AT5G54310	OG0007067	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G345700	AT5G63690	OG0009520	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G345900	AT1G03550	OG0000499	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G345900	AT1G11180	OG0000499	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G345900	AT1G61250	OG0000499	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G345900	AT2G20840	OG0000499	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G346000	AT3G43300	OG0011727	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G346100	AT1G11170	OG0002956	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G346100	AT1G61240	OG0002956	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G346200	AT1G61215	OG0008089	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G346300	AT2G20850	OG0002146	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G346300	AT4G03390	OG0002146	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G346400	AT1G11120	OG0003318	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G346700	AT3G15520	OG0010956	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G346800	AT1G11090	OG0012222	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G346900	AT2G20870	OG0006835	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G346900	AT4G28160	OG0006835	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G347000	AT1G04170	OG0002190	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G347000	AT2G18720	OG0002190	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G347000	AT4G18330	OG0002190	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G347200	AT1G03590	OG0004123	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G347200	AT4G03415	OG0004123	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G347500	AT2G35100	OG0005733	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G347500	AT5G44930	OG0005733	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G347700	AT4G19900	OG0006047	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G347800	AT5G45040	OG0007058	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G347900	AT1G31175	OG0014250	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G348000	AT5G41920	OG0010850	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G348200	AT1G10180	OG0008871	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G348400	AT2G47820	OG0004525	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G348600	AT1G04940	OG0005960	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G348700	AT2G31500	OG0000437	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
